language,task,tokens,lines,sloc,chars
Kotlin,Ackermann-function,272,26,22,737
Kotlin,Align-columns,564,64,53,2248
Kotlin,Almost-prime,182,26,23,509
Kotlin,Anagrams,208,27,25,830
Kotlin,Anonymous-recursion,94,12,10,246
Kotlin,Anti-primes,172,28,24,515
Kotlin,Arbitrary-precision-integers-included-,97,9,7,277
Kotlin,Arithmetic-Complex,341,40,31,1137
Kotlin,Arithmetic-Integer,208,18,16,677
Kotlin,Arithmetic-geometric-mean,169,20,15,539
Kotlin,Array-concatenation,70,7,6,152
Kotlin,Arrays,55,8,7,162
Kotlin,Averages-Arithmetic-mean,78,5,4,165
Kotlin,Averages-Mode,247,22,20,802
Kotlin,Averages-Pythagorean-means,284,24,19,744
Kotlin,Babbage-problem,94,15,13,353
Kotlin,Balanced-brackets,269,33,29,929
Kotlin,Binary-search,421,39,33,1299
Kotlin,Bitwise-operations,212,19,15,679
Kotlin,Bulls-and-cows,350,41,38,1431
Kotlin,CSV-data-manipulation,122,15,11,411
Kotlin,Caesar-cipher,249,36,31,898
Kotlin,Case-sensitivity-of-identifiers,49,7,6,164
Kotlin,Catalan-numbers,414,54,45,1279
Kotlin,Check-that-file-exists,163,17,13,549
Kotlin,Classes,56,9,7,168
Kotlin,Comma-quibbling,195,27,23,704
Kotlin,Count-occurrences-of-a-substring,69,10,6,262
Kotlin,Create-a-two-dimensional-array-at-runtime,96,16,10,316
Kotlin,Create-an-HTML-table,306,32,28,974
Kotlin,Cumulative-standard-deviation,177,21,16,452
Kotlin,Date-format,67,10,6,207
Kotlin,Day-of-the-week,97,13,9,364
Kotlin,Department-numbers,146,20,17,512
Kotlin,Detect-division-by-zero,117,21,17,389
Kotlin,Determine-if-a-string-is-numeric,112,15,11,382
Kotlin,Digital-root,288,37,32,1017
Kotlin,Dot-product,91,7,5,231
Kotlin,Empty-string,62,9,8,228
Kotlin,Entropy,262,34,29,955
Kotlin,Ethiopian-multiplication,171,15,11,500
Kotlin,Even-or-odd,93,14,11,339
Kotlin,Factorial,150,21,18,466
Kotlin,Factors-of-an-integer,104,14,12,305
Kotlin,Fibonacci-sequence,292,37,34,951
Kotlin,Filter,123,14,9,370
Kotlin,Five-weekends,295,28,24,1057
Kotlin,FizzBuzz,126,8,6,324
Kotlin,Function-composition,88,11,7,193
Kotlin,Gray-code,156,25,20,513
Kotlin,Greatest-common-divisor,34,2,1,89
Kotlin,Guess-the-number,79,9,6,261
Kotlin,Guess-the-number-With-feedback,156,17,15,634
Kotlin,Hailstone-sequence,266,25,21,868
Kotlin,Happy-numbers,194,31,27,656
Kotlin,Harshad-or-Niven-series,223,40,32,753
Kotlin,Haversine-formula,182,14,10,469
Kotlin,Horners-rule-for-polynomial-evaluation,113,13,9,294
Kotlin,Identity-matrix,113,17,14,403
Kotlin,Integer-comparison,91,11,10,259
Kotlin,JSON,125,16,8,428
Kotlin,Knapsack-problem-0-1,615,55,48,1764
Kotlin,Knuth-shuffle,224,32,28,715
Kotlin,Last-Friday-of-each-month,205,24,19,780
Kotlin,Leap-year,34,2,1,82
Kotlin,Least-common-multiple,73,6,5,186
Kotlin,Levenshtein-distance,378,34,22,1174
Kotlin,Logical-operations,182,21,19,555
Kotlin,Look-and-say-sequence,148,26,22,502
Kotlin,Loop-over-multiple-arrays-simultaneously,210,15,12,550
Kotlin,Loops-Break,50,11,9,186
Kotlin,Loops-Continue,58,12,9,184
Kotlin,Loops-Do-while,46,10,7,137
Kotlin,Loops-For,36,7,6,118
Kotlin,Loops-N-plus-one-half,47,9,6,132
Kotlin,Loops-Nested,133,19,16,442
Kotlin,Loops-While,47,10,7,145
Kotlin,Luhn-test-of-credit-card-numbers,183,21,15,570
Kotlin,Map-range,217,17,12,766
Kotlin,Middle-three-digits,164,17,15,540
Kotlin,Monty-Hall-problem,230,29,24,806
Kotlin,Multiplication-tables,400,41,35,1331
Kotlin,Mutual-recursion,193,28,23,518
Kotlin,N-queens-problem,241,31,26,693
Kotlin,Nth,122,10,7,348
Kotlin,Nth-root,222,22,18,647
Kotlin,Number-names,800,74,67,2573
Kotlin,Number-reversal-game,333,43,39,1208
Kotlin,Ordered-words,146,17,15,536
Kotlin,Palindrome-detection,276,30,23,1013
Kotlin,Pangram-checker,191,21,17,605
Kotlin,Parsing-RPN-calculator-algorithm,747,80,69,1954
Kotlin,Pascals-triangle,131,19,15,367
Kotlin,Perfect-numbers,190,25,20,702
Kotlin,Pi,319,46,40,1009
Kotlin,Population-count,274,41,37,923
Kotlin,Power-set,192,27,22,774
Kotlin,Primality-by-trial-division,121,13,9,355
Kotlin,Priority-queue,152,21,17,710
Kotlin,Range-expansion,283,36,32,969
Kotlin,Range-extraction,388,38,32,1071
Kotlin,Real-constants-and-functions,118,16,14,310
Kotlin,Roman-numerals-Decode,297,26,22,815
Kotlin,Rot-13,166,20,16,575
Kotlin,Run-length-encoding,161,15,13,527
Kotlin,Search-a-list,178,15,12,584
Kotlin,Set,478,37,29,1566
Kotlin,Short-circuit-evaluation,154,23,18,551
Kotlin,Sierpinski-carpet,407,58,50,1513
Kotlin,Sierpinski-triangle,98,13,9,280
Kotlin,Sieve-of-Eratosthenes,276,34,33,1174
Kotlin,Sleep,56,10,7,210
Kotlin,Sort-using-a-custom-comparator,121,14,11,474
Kotlin,Sorting-algorithms-Bubble-sort,114,17,15,396
Kotlin,Sorting-algorithms-Gnome-sort,237,26,22,700
Kotlin,Sorting-algorithms-Insertion-sort,215,28,24,772
Kotlin,Sorting-algorithms-Quicksort,67,7,6,228
Kotlin,Sorting-algorithms-Selection-sort,218,29,24,659
Kotlin,Stack,284,46,35,1069
Kotlin,String-concatenation,50,9,8,131
Kotlin,String-matching,172,17,14,570
Kotlin,Strip-whitespace-from-a-string-Top-and-tail,84,8,7,269
Kotlin,Substring,122,18,15,355
Kotlin,Substring-Top-and-tail,53,8,6,158
Kotlin,Sum-and-product-of-an-array,94,11,8,281
Kotlin,Sum-digits-of-an-integer,257,23,18,866
Kotlin,Sum-multiples-of-3-and-5,352,32,25,940
Kotlin,Symmetric-difference,128,15,12,343
Kotlin,Take-notes-on-the-command-line,133,21,16,485
Kotlin,Temperature-conversion,205,22,16,596
Kotlin,The-Twelve-Days-of-Christmas,202,22,19,916
Kotlin,Towers-of-Hanoi,167,26,20,545
Kotlin,Vector-products,332,29,21,851
Lisp,100-doors,141,11,9,487
Lisp,100-prisoners,463,50,41,1603
Lisp,24-game,864,105,89,3351
Lisp,ABC-problem,113,15,14,492
Lisp,Accumulator-factory,28,5,4,73
Lisp,Ackermann-function,141,11,9,322
Lisp,Align-columns,436,49,45,1858
Lisp,Almost-prime,200,14,11,524
Lisp,Anagrams,215,20,17,645
Lisp,Anonymous-recursion,80,9,8,258
Lisp,Anti-primes,202,21,19,729
Lisp,Arbitrary-precision-integers-included-,68,4,3,158
Lisp,Arithmetic-Complex,53,9,6,107
Lisp,Arithmetic-Integer,80,7,6,247
Lisp,Arithmetic-geometric-mean,69,6,5,188
Lisp,Array-concatenation,173,14,13,513
Lisp,Arrays,39,5,4,101
Lisp,Averages-Mode,129,16,15,607
Lisp,Averages-Pythagorean-means,238,24,19,742
Lisp,Babbage-problem,109,14,11,320
Lisp,Balanced-brackets,236,28,25,920
Lisp,Binary-search,100,13,9,397
Lisp,Bitwise-operations,111,10,8,343
Lisp,Bulls-and-cows,370,43,38,1419
Lisp,CSV-data-manipulation,436,40,33,1707
Lisp,Caesar-cipher,118,10,7,322
Lisp,Case-sensitivity-of-identifiers,147,16,3,510
Lisp,Catalan-numbers,357,29,19,993
Lisp,Check-that-file-exists,120,12,10,490
Lisp,Classes,85,13,10,278
Lisp,Comma-quibbling,60,8,6,154
Lisp,Count-occurrences-of-a-substring,86,9,7,229
Lisp,Create-a-two-dimensional-array-at-runtime,112,11,10,305
Lisp,Create-an-HTML-table,120,13,12,389
Lisp,Cumulative-standard-deviation,177,18,16,354
Lisp,Date-format,165,11,9,507
Lisp,Day-of-the-week,84,8,7,354
Lisp,Determine-if-a-string-is-numeric,29,3,2,127
Lisp,Digital-root,147,12,10,482
Lisp,Dot-product,31,3,2,87
Lisp,Empty-string,147,10,7,539
Lisp,Entropy,106,11,10,391
Lisp,Ethiopian-multiplication,95,9,8,278
Lisp,Even-or-odd,94,11,8,263
Lisp,Factorial,32,3,2,84
Lisp,Factors-of-an-integer,106,11,10,392
Lisp,Fibonacci-sequence,81,9,8,242
Lisp,Filter,39,3,2,63
Lisp,Five-weekends,459,47,34,1486
Lisp,FizzBuzz,91,9,8,241
Lisp,Function-composition,55,6,5,143
Lisp,Gray-code,114,12,9,272
Lisp,Greatest-common-divisor,31,4,3,76
Lisp,Guess-the-number,129,10,9,424
Lisp,Guess-the-number-With-feedback,206,17,16,602
Lisp,Hailstone-sequence,138,12,10,384
Lisp,Happy-numbers,153,22,17,462
Lisp,Harshad-or-Niven-series,157,13,10,411
Lisp,Haversine-formula,190,22,16,543
Lisp,Horners-rule-for-polynomial-evaluation,76,8,6,195
Lisp,Identity-matrix,46,6,5,176
Lisp,Integer-comparison,152,11,10,469
Lisp,JSON,95,11,7,235
Lisp,Knapsack-problem-0-1,410,31,25,1135
Lisp,Knuth-shuffle,135,17,14,529
Lisp,Last-Friday-of-each-month,192,15,12,601
Lisp,Leap-year,55,5,4,151
Lisp,Least-common-multiple,102,11,10,234
Lisp,Levenshtein-distance,199,17,15,634
Lisp,Logical-operations,98,9,7,271
Lisp,Look-and-say-sequence,109,12,10,311
Lisp,Loop-over-multiple-arrays-simultaneously,53,5,4,124
Lisp,Loops-Break,81,4,3,232
Lisp,Loops-Continue,141,20,17,323
Lisp,Loops-Do-while,34,6,5,100
Lisp,Loops-For,48,7,6,106
Lisp,Loops-N-plus-one-half,29,4,3,89
Lisp,Loops-Nested,118,15,13,320
Lisp,Loops-While,107,15,12,284
Lisp,Luhn-test-of-credit-card-numbers,134,9,8,348
Lisp,Map-range,89,12,10,205
Lisp,Middle-three-digits,178,18,16,658
Lisp,Monty-Hall-problem,179,15,11,591
Lisp,Multiplication-tables,166,17,16,485
Lisp,Mutual-recursion,60,10,8,147
Lisp,N-queens-problem,253,22,20,871
Lisp,Nth,75,7,6,245
Lisp,Nth-root,112,10,9,317
Lisp,Number-reversal-game,286,33,28,1075
Lisp,Ordered-words,230,27,24,892
Lisp,Palindrome-detection,86,14,11,299
Lisp,Pangram-checker,55,5,4,177
Lisp,Parsing-RPN-calculator-algorithm,191,21,18,778
Lisp,Pascals-triangle,86,9,8,121
Lisp,Perfect-numbers,30,3,2,84
Lisp,Pi,192,26,25,668
Lisp,Population-count,125,13,11,374
Lisp,Power-set,55,7,6,161
Lisp,Primality-by-trial-division,101,13,10,369
Lisp,Priority-queue,294,33,21,886
Lisp,Range-expansion,220,24,22,815
Lisp,Range-extraction,292,27,25,926
Lisp,Real-constants-and-functions,148,11,10,513
Lisp,Reverse-a-string,148,16,15,720
Lisp,Roman-numerals-Decode,100,11,9,271
Lisp,Rot-13,169,14,12,384
Lisp,Run-length-encoding,257,24,20,892
Lisp,Search-a-list,78,7,6,285
Lisp,Set,207,23,17,470
Lisp,Short-circuit-evaluation,107,14,11,278
Lisp,Sierpinski-carpet,115,11,10,367
Lisp,Sierpinski-triangle,91,8,7,287
Lisp,Sieve-of-Eratosthenes,204,18,17,746
Lisp,Sleep,44,8,6,140
Lisp,Sort-using-a-custom-comparator,103,7,6,269
Lisp,Sorting-algorithms-Bubble-sort,113,11,10,513
Lisp,Sorting-algorithms-Gnome-sort,110,14,13,427
Lisp,Sorting-algorithms-Insertion-sort,256,25,10,935
Lisp,Sorting-algorithms-Quicksort,86,7,6,287
Lisp,Sorting-algorithms-Selection-sort,323,38,35,1329
Lisp,Stack,79,17,11,326
Lisp,String-concatenation,50,6,5,149
Lisp,String-matching,300,29,23,927
Lisp,Strip-whitespace-from-a-string-Top-and-tail,396,37,17,1056
Lisp,Substring,107,13,12,377
Lisp,Substring-Top-and-tail,111,9,8,231
Lisp,Sum-and-product-of-an-array,43,4,3,127
Lisp,Sum-digits-of-an-integer,43,5,4,154
Lisp,Sum-multiples-of-3-and-5,94,7,6,284
Lisp,Symmetric-difference,28,4,3,119
Lisp,Take-notes-on-the-command-line,218,23,19,776
Lisp,Temperature-conversion,133,14,12,370
Lisp,The-Twelve-Days-of-Christmas,180,14,12,635
Lisp,Towers-of-Hanoi,79,8,7,236
Lisp,Vector-products,501,46,38,1567
Lua,100-prisoners,413,84,70,1538
Lua,24-game,699,100,92,2243
Lua,99-bottles-of-beer,126,12,10,414
Lua,ABC-problem,291,32,29,763
Lua,Accumulator-factory,113,7,6,410
Lua,Ackermann-function,459,39,36,1105
Lua,Align-columns,717,61,54,2693
Lua,Almost-prime,241,35,29,810
Lua,Anagrams,195,25,19,697
Lua,Anonymous-recursion,78,8,6,229
Lua,Anti-primes,252,30,23,924
Lua,Arbitrary-precision-integers-included-,123,8,4,316
Lua,Arithmetic-Complex,455,32,28,1432
Lua,Arithmetic-Integer,98,10,8,290
Lua,Arithmetic-geometric-mean,94,12,10,277
Lua,Array-concatenation,47,9,6,110
Lua,Arrays,115,8,7,330
Lua,Averages-Arithmetic-mean,69,9,7,206
Lua,Averages-Mode,250,28,24,753
Lua,Averages-Pythagorean-means,167,13,8,432
Lua,Babbage-problem,106,15,8,288
Lua,Balanced-brackets,136,21,16,518
Lua,Binary-search,92,11,10,347
Lua,Bitwise-operations,700,66,55,1855
Lua,Bulls-and-cows,746,102,86,2918
Lua,CSV-data-manipulation,169,27,20,590
Lua,Caesar-cipher,197,31,25,761
Lua,Case-sensitivity-of-identifiers,38,6,4,121
Lua,Catalan-numbers,97,13,10,259
Lua,Check-that-file-exists,76,10,9,269
Lua,Classes,94,15,10,323
Lua,Comma-quibbling,148,23,21,514
Lua,Count-occurrences-of-a-substring,69,11,9,238
Lua,Create-a-two-dimensional-array-at-runtime,88,8,6,223
Lua,Create-an-HTML-table,203,25,22,617
Lua,Cumulative-standard-deviation,110,13,11,246
Lua,Date-format,32,3,2,67
Lua,Day-of-the-week,61,8,7,167
Lua,Department-numbers,123,13,12,334
Lua,Digital-root,97,14,12,274
Lua,Dot-product,67,10,8,149
Lua,Empty-string,147,27,18,538
Lua,Entropy,147,20,17,443
Lua,Ethiopian-multiplication,118,29,21,378
Lua,Even-or-odd,55,10,6,157
Lua,Factorial,42,8,7,107
Lua,Factors-of-an-integer,64,13,10,167
Lua,Fibonacci-sequence,49,5,3,148
Lua,Filter,94,12,9,240
Lua,Five-weekends,304,31,26,839
Lua,FizzBuzz,89,14,12,229
Lua,Gray-code,176,25,21,529
Lua,Greatest-common-divisor,85,16,13,218
Lua,Guess-the-number,81,15,11,261
Lua,Guess-the-number-With-feedback,192,23,22,684
Lua,Hailstone-sequence,194,31,24,597
Lua,Happy-numbers,143,16,15,406
Lua,Harshad-or-Niven-series,151,29,24,417
Lua,Haversine-formula,139,7,6,301
Lua,Horners-rule-for-polynomial-evaluation,81,12,10,222
Lua,Identity-matrix,104,19,16,395
Lua,Integer-comparison,86,9,7,289
Lua,JSON,242,39,34,697
Lua,Knuth-shuffle,108,14,11,250
Lua,Last-Friday-of-each-month,218,21,17,600
Lua,Leap-year,29,4,3,82
Lua,Least-common-multiple,90,15,12,227
Lua,Levenshtein-distance,155,21,16,418
Lua,Look-and-say-sequence,132,20,18,363
Lua,Loop-over-multiple-arrays-simultaneously,70,10,8,164
Lua,Loops-Break,34,7,6,104
Lua,Loops-Continue,55,10,9,155
Lua,Loops-N-plus-one-half,32,6,5,78
Lua,Loops-Nested,103,16,15,243
Lua,Loops-While,27,6,5,59
Lua,Luhn-test-of-credit-card-numbers,78,9,8,219
Lua,Map-range,88,8,6,181
Lua,Middle-three-digits,185,27,21,468
Lua,Monty-Hall-problem,181,18,17,595
Lua,Multiplication-tables,143,19,16,383
Lua,Mutual-recursion,50,4,3,118
Lua,N-queens-problem,298,36,30,774
Lua,Nth,141,13,10,387
Lua,Number-names,832,42,37,2093
Lua,Number-reversal-game,407,66,52,1385
Lua,Ordered-words,181,30,25,590
Lua,Pangram-checker,80,10,8,236
Lua,Pascals-triangle,104,17,14,248
Lua,Perfect-numbers,82,11,10,219
Lua,Pi,306,42,40,851
Lua,Population-count,319,44,36,1080
Lua,Power-set,239,34,28,668
Lua,Primality-by-trial-division,76,14,11,208
Lua,Priority-queue,306,51,44,1147
Lua,Range-expansion,215,29,24,613
Lua,Range-extraction,279,29,27,787
Lua,Real-constants-and-functions,41,11,10,114
Lua,Roman-numerals-Decode,245,26,21,695
Lua,Rot-13,62,8,6,251
Lua,Run-length-encoding,271,32,28,666
Lua,Search-a-list,65,8,5,208
Lua,Set,619,112,83,2179
Lua,Short-circuit-evaluation,93,18,14,257
Lua,Sierpinski-carpet,153,20,18,382
Lua,Sierpinski-triangle,114,18,15,357
Lua,Sieve-of-Eratosthenes,194,15,14,438
Lua,Sleep,40,7,6,169
Lua,Sort-using-a-custom-comparator,100,13,9,335
Lua,Sorting-algorithms-Bubble-sort,101,15,14,297
Lua,Sorting-algorithms-Gnome-sort,123,18,16,353
Lua,Sorting-algorithms-Insertion-sort,285,47,37,1062
Lua,Sorting-algorithms-Quicksort,229,23,18,586
Lua,Sorting-algorithms-Selection-sort,130,21,16,338
Lua,String-matching,192,14,10,466
Lua,Strip-whitespace-from-a-string-Top-and-tail,106,6,4,322
Lua,Substring,271,26,16,827
Lua,Substring-Top-and-tail,57,4,3,210
Lua,Sum-and-product-of-an-array,99,13,9,339
Lua,Sum-digits-of-an-integer,103,16,14,302
Lua,Sum-multiples-of-3-and-5,93,13,10,226
Lua,Symmetric-difference,489,57,49,1855
Lua,Take-notes-on-the-command-line,136,22,17,360
Lua,Temperature-conversion,98,14,12,240
Lua,The-Twelve-Days-of-Christmas,270,39,32,846
Lua,Towers-of-Hanoi,117,15,11,287
Lua,Vector-products,287,38,27,754
MATLAB,100-doors,40,8,7,78
MATLAB,100-prisoners,362,59,49,1489
MATLAB,24-game,245,28,26,673
MATLAB,99-bottles-of-beer,130,12,6,451
MATLAB,ABC-problem,267,27,25,790
MATLAB,Ackermann-function,78,10,9,220
MATLAB,Align-columns,244,30,27,705
MATLAB,Anonymous-recursion,61,12,9,200
MATLAB,Arbitrary-precision-integers-included-,98,14,7,272
MATLAB,Arithmetic-Complex,264,60,30,556
MATLAB,Arithmetic-Integer,51,9,8,118
MATLAB,Arithmetic-geometric-mean,65,10,8,152
MATLAB,Array-concatenation,77,10,9,141
MATLAB,Arrays,358,62,34,813
MATLAB,Averages-Pythagorean-means,55,16,7,119
MATLAB,Babbage-problem,178,22,13,583
MATLAB,Balanced-brackets,40,5,4,95
MATLAB,Binary-search,97,21,15,342
MATLAB,Bitwise-operations,115,10,7,312
MATLAB,Bulls-and-cows,615,63,52,2359
MATLAB,CSV-data-manipulation,91,14,12,279
MATLAB,Caesar-cipher,70,7,6,196
MATLAB,Case-sensitivity-of-identifiers,44,6,4,118
MATLAB,Catalan-numbers,36,12,6,97
MATLAB,Check-that-file-exists,26,5,4,98
MATLAB,Comma-quibbling,83,13,12,253
MATLAB,Count-occurrences-of-a-substring,59,7,3,231
MATLAB,Create-a-two-dimensional-array-at-runtime,70,11,6,229
MATLAB,Create-an-HTML-table,199,13,12,551
MATLAB,Cumulative-standard-deviation,63,8,6,118
MATLAB,Date-format,45,12,6,117
MATLAB,Day-of-the-week,63,4,3,142
MATLAB,Department-numbers,143,19,16,459
MATLAB,Detect-division-by-zero,52,4,2,177
MATLAB,Determine-if-a-string-is-numeric,80,12,8,192
MATLAB,Empty-string,68,9,5,266
MATLAB,Entropy,61,8,7,162
MATLAB,Factorial,26,6,5,62
MATLAB,Factors-of-an-integer,123,12,11,374
MATLAB,Fibonacci-sequence,113,17,12,252
MATLAB,Filter,49,6,3,92
MATLAB,Five-weekends,206,26,20,569
MATLAB,FizzBuzz,110,18,17,268
MATLAB,Gray-code,313,44,31,1183
MATLAB,Greatest-common-divisor,28,3,2,103
MATLAB,Guess-the-number,67,8,6,223
MATLAB,Guess-the-number-With-feedback,245,27,24,776
MATLAB,Hailstone-sequence,56,3,2,131
MATLAB,Happy-numbers,137,23,21,441
MATLAB,Harshad-or-Niven-series,83,14,13,191
MATLAB,Haversine-formula,210,18,13,544
MATLAB,Horners-rule-for-polynomial-evaluation,26,6,3,53
MATLAB,JSON,63,10,8,168
MATLAB,Knuth-shuffle,71,11,6,227
MATLAB,Last-Friday-of-each-month,132,10,8,347
MATLAB,Leap-year,27,4,3,82
MATLAB,Levenshtein-distance,241,31,20,762
MATLAB,Loops-Do-while,37,7,6,91
MATLAB,Loops-For,36,8,7,110
MATLAB,Loops-N-plus-one-half,37,7,6,108
MATLAB,Loops-While,27,6,5,61
MATLAB,Luhn-test-of-credit-card-numbers,180,14,12,445
MATLAB,Middle-three-digits,97,16,11,317
MATLAB,Monty-Hall-problem,88,3,2,215
MATLAB,Multiplication-tables,131,18,6,519
MATLAB,Mutual-recursion,39,10,7,115
MATLAB,N-queens-problem,160,26,22,492
MATLAB,Nth,106,19,18,376
MATLAB,Nth-root,71,14,9,254
MATLAB,Number-reversal-game,269,28,27,989
MATLAB,Ordered-words,106,17,15,317
MATLAB,Palindrome-detection,125,16,11,521
MATLAB,Pangram-checker,53,6,4,166
MATLAB,Perfect-numbers,110,21,20,426
MATLAB,Pi,510,60,43,1471
MATLAB,Power-set,65,6,3,135
MATLAB,Primality-by-trial-division,189,20,10,677
MATLAB,Range-expansion,100,14,11,252
MATLAB,Range-extraction,270,24,21,650
MATLAB,Real-constants-and-functions,91,12,11,249
MATLAB,Reverse-a-string,78,7,4,244
MATLAB,Roman-numerals-Decode,155,12,5,385
MATLAB,Rot-13,130,14,10,460
MATLAB,Search-a-list,85,17,10,293
MATLAB,Set,244,17,9,745
MATLAB,Short-circuit-evaluation,81,12,10,162
MATLAB,Sierpinski-carpet,54,7,6,124
MATLAB,Sierpinski-triangle,69,7,6,129
MATLAB,Sieve-of-Eratosthenes,185,14,9,679
MATLAB,Sleep,45,10,7,180
MATLAB,Sorting-algorithms-Bubble-sort,107,21,14,426
MATLAB,Sorting-algorithms-Gnome-sort,118,22,17,372
MATLAB,Sorting-algorithms-Insertion-sort,87,17,11,282
MATLAB,Sorting-algorithms-Quicksort,82,14,9,318
MATLAB,Sorting-algorithms-Selection-sort,137,25,16,546
MATLAB,Stack,90,31,16,249
MATLAB,String-concatenation,50,12,6,145
MATLAB,String-matching,168,12,5,579
MATLAB,Strip-whitespace-from-a-string-Top-and-tail,101,12,5,374
MATLAB,Substring,125,12,6,452
MATLAB,Substring-Top-and-tail,50,7,3,193
MATLAB,Sum-and-product-of-an-array,135,36,21,280
MATLAB,Sum-digits-of-an-integer,31,3,2,93
MATLAB,Sum-multiples-of-3-and-5,32,2,1,48
MATLAB,Symmetric-difference,113,24,12,306
MATLAB,Take-notes-on-the-command-line,196,27,19,696
MATLAB,Towers-of-Hanoi,67,8,7,197
MATLAB,Vector-products,173,17,8,710
MicroPython,100-doors,44,2,1,108
MicroPython,100-prisoners,594,80,59,2514
MicroPython,24-game,498,69,57,1941
MicroPython,99-bottles-of-beer,661,112,72,2565
MicroPython,ABC-problem,236,26,22,827
MicroPython,Accumulator-factory,50,12,10,151
MicroPython,Ackermann-function,69,11,9,188
MicroPython,Align-columns,269,22,18,867
MicroPython,Almost-prime,282,39,25,898
MicroPython,Anagrams,227,26,21,721
MicroPython,Anonymous-recursion,124,5,4,265
MicroPython,Anti-primes,252,36,31,825
MicroPython,Arbitrary-precision-integers-included-,80,4,3,186
MicroPython,Arithmetic-Complex,178,24,23,295
MicroPython,Arithmetic-Integer,173,15,10,522
MicroPython,Arithmetic-geometric-mean,145,17,13,461
MicroPython,Array-concatenation,104,8,7,165
MicroPython,Averages-Arithmetic-mean,51,7,6,138
MicroPython,Averages-Mode,84,11,9,235
MicroPython,Averages-Pythagorean-means,115,21,12,357
MicroPython,Babbage-problem,121,18,4,398
MicroPython,Balanced-brackets,245,26,25,837
MicroPython,Binary-search,97,9,6,360
MicroPython,Bitwise-operations,330,42,38,1233
MicroPython,Bulls-and-cows,317,36,31,1152
MicroPython,CSV-data-manipulation,101,12,9,376
MicroPython,Caesar-cipher,120,12,11,445
MicroPython,Case-sensitivity-of-identifiers,35,6,4,106
MicroPython,Catalan-numbers,310,50,34,1018
MicroPython,Check-that-file-exists,29,7,5,113
MicroPython,Classes,273,39,32,1119
MicroPython,Comma-quibbling,147,13,9,466
MicroPython,Create-a-two-dimensional-array-at-runtime,79,5,3,219
MicroPython,Create-an-HTML-table,163,18,14,616
MicroPython,Cumulative-standard-deviation,169,26,21,369
MicroPython,Date-format,104,13,7,341
MicroPython,Day-of-the-week,499,72,46,1754
MicroPython,Department-numbers,164,16,9,595
MicroPython,Detect-division-by-zero,32,8,7,107
MicroPython,Determine-if-a-string-is-numeric,55,6,4,147
MicroPython,Digital-root,424,65,40,1430
MicroPython,Dot-product,685,92,55,2475
MicroPython,Empty-string,129,27,16,461
MicroPython,Entropy,136,23,20,447
MicroPython,Ethiopian-multiplication,340,45,35,1249
MicroPython,Even-or-odd,160,10,7,398
MicroPython,Factorial,31,6,5,99
MicroPython,Factors-of-an-integer,118,16,14,378
MicroPython,Fibonacci-sequence,84,8,6,216
MicroPython,Filter,64,6,4,187
MicroPython,Five-weekends,352,39,32,1375
MicroPython,FizzBuzz,63,10,9,179
MicroPython,Function-composition,123,24,13,475
MicroPython,Gray-code,124,18,14,355
MicroPython,Guess-the-number,153,25,20,402
MicroPython,Guess-the-number-With-feedback,189,27,23,722
MicroPython,Hailstone-sequence,189,21,16,550
MicroPython,Happy-numbers,407,80,50,1514
MicroPython,Harshad-or-Niven-series,144,18,13,316
MicroPython,Haversine-formula,166,20,13,430
MicroPython,Horners-rule-for-polynomial-evaluation,54,9,7,133
MicroPython,Identity-matrix,91,12,8,358
MicroPython,Integer-comparison,105,16,13,338
MicroPython,JSON,116,11,10,305
MicroPython,Knapsack-problem-0-1,451,37,33,1367
MicroPython,Knuth-shuffle,140,22,19,491
MicroPython,Last-Friday-of-each-month,130,18,15,473
MicroPython,Least-common-multiple,118,20,18,294
MicroPython,Levenshtein-distance,231,19,17,711
MicroPython,Logical-operations,37,5,4,104
MicroPython,Look-and-say-sequence,72,10,7,276
MicroPython,Loop-over-multiple-arrays-simultaneously,29,7,4,92
MicroPython,Loops-Break,43,10,8,142
MicroPython,Loops-Continue,34,6,5,99
MicroPython,Loops-Do-while,29,6,5,70
MicroPython,Loops-N-plus-one-half,40,8,7,109
MicroPython,Loops-Nested,74,15,12,290
MicroPython,Luhn-test-of-credit-card-numbers,198,38,27,749
MicroPython,Map-range,161,17,9,440
MicroPython,Middle-three-digits,654,86,55,2263
MicroPython,Monty-Hall-problem,338,46,31,1268
MicroPython,Multiplication-tables,607,104,64,2338
MicroPython,Mutual-recursion,68,6,4,169
MicroPython,N-queens-problem,392,14,13,610
MicroPython,Nth,119,16,12,360
MicroPython,Nth-root,136,14,10,369
MicroPython,Number-names,637,50,47,2040
MicroPython,Number-reversal-game,160,23,18,609
MicroPython,Ordered-words,93,9,7,352
MicroPython,Palindrome-detection,101,16,15,306
MicroPython,Pangram-checker,67,10,7,244
MicroPython,Parsing-RPN-calculator-algorithm,520,60,53,1757
MicroPython,Pascals-triangle,105,18,14,314
MicroPython,Perfect-numbers,214,23,18,689
MicroPython,Pi,210,27,25,559
MicroPython,Population-count,383,17,16,651
MicroPython,Power-set,214,27,25,473
MicroPython,Primality-by-trial-division,64,5,4,152
MicroPython,Priority-queue,835,90,62,3333
MicroPython,Range-expansion,102,12,10,297
MicroPython,Range-extraction,418,50,40,1275
MicroPython,Real-constants-and-functions,176,17,12,634
MicroPython,Reverse-a-string,41,4,3,114
