language,task,tokens,lines,sloc,chars
MicroPython,Roman-numerals-Decode,161,15,12,509
MicroPython,Rot-13,144,21,14,550
MicroPython,Run-length-encoding,252,23,19,655
MicroPython,Search-a-list,91,10,9,302
MicroPython,Set,450,50,49,865
MicroPython,Short-circuit-evaluation,432,33,14,1259
MicroPython,Sierpinski-carpet,109,19,16,382
MicroPython,Sierpinski-triangle,80,12,7,270
MicroPython,Sieve-of-Eratosthenes,311,13,12,786
MicroPython,Sleep,32,7,5,146
MicroPython,Sort-using-a-custom-comparator,38,5,3,117
MicroPython,Sorting-algorithms-Bubble-sort,199,27,22,784
MicroPython,Sorting-algorithms-Gnome-sort,133,16,14,263
MicroPython,Sorting-algorithms-Insertion-sort,67,9,8,191
MicroPython,Sorting-algorithms-Quicksort,97,10,8,338
MicroPython,Sorting-algorithms-Selection-sort,48,6,5,166
MicroPython,Stack,27,6,5,118
MicroPython,String-concatenation,40,6,4,98
MicroPython,String-matching,91,8,7,246
MicroPython,Strip-whitespace-from-a-string-Top-and-tail,94,11,10,239
MicroPython,Substring,177,21,20,560
MicroPython,Substring-Top-and-tail,302,56,31,1009
MicroPython,Sum-and-product-of-an-array,31,7,5,89
MicroPython,Sum-digits-of-an-integer,113,16,14,362
MicroPython,Sum-multiples-of-3-and-5,532,72,46,1761
MicroPython,Symmetric-difference,84,8,7,255
MicroPython,Take-notes-on-the-command-line,96,13,11,338
MicroPython,Temperature-conversion,326,21,18,839
MicroPython,The-Twelve-Days-of-Christmas,185,24,21,633
MicroPython,Towers-of-Hanoi,241,29,19,772
MicroPython,Vector-products,389,28,23,968
Nim,100-doors,122,16,11,409
Nim,100-prisoners,423,50,42,1407
Nim,24-game,276,39,32,887
Nim,99-bottles-of-beer,156,18,15,511
Nim,ABC-problem,264,27,22,899
Nim,Accumulator-factory,83,11,9,289
Nim,Ackermann-function,180,26,22,624
Nim,Align-columns,283,26,21,890
Nim,Almost-prime,150,24,22,374
Nim,Anagrams,112,19,14,420
Nim,Anonymous-recursion,101,13,8,292
Nim,Anti-primes,170,26,21,507
Nim,Arbitrary-precision-integers-included-,76,11,7,220
Nim,Arithmetic-Complex,101,11,9,216
Nim,Arithmetic-Integer,201,24,19,537
Nim,Arithmetic-geometric-mean,185,21,14,443
Nim,Array-concatenation,59,8,6,90
Nim,Arrays,232,23,17,539
Nim,Averages-Arithmetic-mean,108,12,9,286
Nim,Averages-Mode,81,11,8,205
Nim,Averages-Pythagorean-means,223,26,18,704
Nim,Babbage-problem,31,5,4,68
Nim,Balanced-brackets,139,25,20,447
Nim,Binary-search,84,8,7,234
Nim,Bitwise-operations,87,8,7,201
Nim,Bulls-and-cows,368,41,33,1230
Nim,CSV-data-manipulation,124,26,19,410
Nim,Caesar-cipher,127,15,12,377
Nim,Case-sensitivity-of-identifiers,112,13,11,339
Nim,Catalan-numbers,176,19,14,390
Nim,Check-that-file-exists,29,7,5,113
Nim,Classes,193,28,20,643
Nim,Comma-quibbling,105,11,9,294
Nim,Count-occurrences-of-a-substring,81,15,11,264
Nim,Create-a-two-dimensional-array-at-runtime,120,21,9,371
Nim,Create-an-HTML-table,105,15,12,286
Nim,Cumulative-standard-deviation,136,16,11,375
Nim,Date-format,28,6,4,98
Nim,Day-of-the-week,40,7,5,116
Nim,Department-numbers,121,14,11,341
Nim,Detect-division-by-zero,63,11,9,202
Nim,Determine-if-a-string-is-numeric,88,14,10,286
Nim,Digital-root,139,15,12,371
Nim,Dot-product,123,11,7,301
Nim,Empty-string,51,13,9,151
Nim,Entropy,60,9,6,193
Nim,Ethiopian-multiplication,105,16,12,270
Nim,Even-or-odd,153,15,8,358
Nim,Factorial,27,4,3,68
Nim,Factors-of-an-integer,82,15,11,249
Nim,Fibonacci-sequence,62,12,10,152
Nim,Filter,169,20,10,542
Nim,Five-weekends,121,15,11,347
Nim,FizzBuzz,70,7,6,176
Nim,Function-composition,88,10,6,223
Nim,Gray-code,60,10,8,163
Nim,Greatest-common-divisor,96,11,9,273
Nim,Guess-the-number,71,14,9,277
Nim,Guess-the-number-With-feedback,176,24,19,605
Nim,Hailstone-sequence,229,27,23,632
Nim,Happy-numbers,109,21,18,300
Nim,Harshad-or-Niven-series,151,22,18,423
Nim,Haversine-formula,176,17,12,432
Nim,Horners-rule-for-polynomial-evaluation,100,11,7,307
Nim,Identity-matrix,53,6,5,153
Nim,Integer-comparison,83,11,9,255
Nim,JSON,71,9,6,192
Nim,Knapsack-problem-0-1,642,83,52,2779
Nim,Knuth-shuffle,83,12,9,198
Nim,Last-Friday-of-each-month,189,15,11,457
Nim,Leap-year,67,13,8,192
Nim,Least-common-multiple,87,14,11,197
Nim,Levenshtein-distance,212,26,18,639
Nim,Logical-operations,55,6,5,131
Nim,Look-and-say-sequence,122,20,18,399
Nim,Loop-over-multiple-arrays-simultaneously,53,8,6,101
Nim,Loops-Break,40,10,8,111
Nim,Loops-Continue,32,6,5,82
Nim,Loops-Do-while,29,6,5,72
Nim,Loops-For,25,5,4,65
Nim,Loops-N-plus-one-half,35,7,6,78
Nim,Loops-Nested,163,26,17,511
Nim,Loops-While,27,5,4,55
Nim,Luhn-test-of-credit-card-numbers,152,13,11,371
Nim,Map-range,112,11,7,258
Nim,Middle-three-digits,182,15,12,531
Nim,Monty-Hall-problem,294,39,27,941
Nim,Multiplication-tables,120,13,10,275
Nim,Mutual-recursion,85,14,10,183
Nim,N-queens-problem,237,30,25,808
Nim,Nth,108,10,7,267
Nim,Nth-root,113,14,11,267
Nim,Number-names,689,73,62,1978
Nim,Number-reversal-game,270,37,31,911
Nim,Ordered-words,116,23,18,385
Nim,Palindrome-detection,317,45,32,1121
Nim,Pangram-checker,68,9,6,216
Nim,Parsing-RPN-calculator-algorithm,498,71,57,1493
Nim,Pascals-triangle,188,24,14,654
Nim,Perfect-numbers,95,15,12,258
Nim,Pi,261,47,36,662
Nim,Population-count,186,29,25,477
Nim,Power-set,136,18,14,420
Nim,Primality-by-trial-division,196,21,16,528
Nim,Priority-queue,104,19,14,295
Nim,Range-expansion,193,25,22,624
Nim,Range-extraction,342,31,26,972
Nim,Real-constants-and-functions,54,15,12,149
Nim,Reverse-a-string,33,5,3,90
Nim,Roman-numerals-Decode,151,13,9,376
Nim,Rot-13,85,13,10,238
Nim,Run-length-encoding,245,37,30,841
Nim,Search-a-list,82,9,7,266
Nim,Set,173,22,14,410
Nim,Short-circuit-evaluation,67,11,8,198
Nim,Sierpinski-carpet,144,21,17,361
Nim,Sierpinski-triangle,78,12,10,221
Nim,Sieve-of-Eratosthenes,199,23,19,669
Nim,Sleep,40,8,6,160
Nim,Sort-using-a-custom-comparator,66,12,8,234
Nim,Sorting-algorithms-Bubble-sort,118,14,12,282
Nim,Sorting-algorithms-Gnome-sort,122,17,15,263
Nim,Sorting-algorithms-Insertion-sort,108,13,11,251
Nim,Sorting-algorithms-Selection-sort,104,13,11,241
Nim,Stack,314,43,33,967
Nim,String-concatenation,36,6,3,123
Nim,String-matching,126,16,13,424
Nim,Strip-whitespace-from-a-string-Top-and-tail,99,11,9,330
Nim,Substring,752,71,47,2140
Nim,Substring-Top-and-tail,130,11,8,394
Nim,Sum-and-product-of-an-array,48,10,6,104
Nim,Sum-digits-of-an-integer,89,12,10,242
Nim,Sum-multiples-of-3-and-5,138,17,13,376
Nim,Symmetric-difference,77,8,6,229
Nim,Take-notes-on-the-command-line,72,11,9,248
Nim,Temperature-conversion,84,7,5,220
Nim,The-Twelve-Days-of-Christmas,231,24,20,802
Nim,Towers-of-Hanoi,97,8,6,275
Nim,Vector-products,333,32,23,751
OCaml,100-doors,140,20,16,461
OCaml,24-game,956,91,75,2980
OCaml,99-bottles-of-beer,189,26,23,670
OCaml,ABC-problem,388,41,36,1032
OCaml,Accumulator-factory,81,13,11,210
OCaml,Ackermann-function,62,9,7,155
OCaml,Align-columns,488,55,44,1610
OCaml,Anagrams,278,34,31,804
OCaml,Anonymous-recursion,66,11,10,154
OCaml,Anti-primes,218,19,16,609
OCaml,Arbitrary-precision-integers-included-,96,12,10,325
OCaml,Arithmetic-Complex,151,15,14,367
OCaml,Arithmetic-Integer,124,10,8,321
OCaml,Arithmetic-geometric-mean,75,6,4,162
OCaml,Array-concatenation,113,7,6,230
OCaml,Arrays,196,18,12,357
OCaml,Averages-Arithmetic-mean,150,25,22,450
OCaml,Averages-Mode,113,14,13,441
OCaml,Averages-Pythagorean-means,126,14,13,267
OCaml,Babbage-problem,62,8,7,171
OCaml,Balanced-brackets,218,26,23,602
OCaml,Binary-search,104,14,13,333
OCaml,Bitwise-operations,156,10,9,395
OCaml,Bulls-and-cows,394,51,48,1237
OCaml,CSV-data-manipulation,140,20,18,462
OCaml,Caesar-cipher,209,26,23,608
OCaml,Case-sensitivity-of-identifiers,61,6,5,154
OCaml,Catalan-numbers,504,55,49,1419
OCaml,Check-that-file-exists,30,5,4,112
OCaml,Classes,30,6,5,107
OCaml,Comma-quibbling,160,18,15,424
OCaml,Count-occurrences-of-a-substring,157,18,16,499
OCaml,Create-a-two-dimensional-array-at-runtime,62,6,5,192
OCaml,Create-an-HTML-table,197,40,35,569
OCaml,Cumulative-standard-deviation,155,16,13,375
OCaml,Date-format,144,13,10,438
OCaml,Day-of-the-week,170,21,17,582
OCaml,Department-numbers,588,66,34,2154
OCaml,Detect-division-by-zero,28,7,6,92
OCaml,Determine-if-a-string-is-numeric,57,10,7,188
OCaml,Digital-root,150,17,14,410
OCaml,Dot-product,113,12,6,275
OCaml,Empty-string,73,10,8,198
OCaml,Entropy,330,29,15,1165
OCaml,Ethiopian-multiplication,593,59,30,1993
OCaml,Even-or-odd,33,6,4,67
OCaml,Factorial,42,6,5,115
OCaml,Factors-of-an-integer,45,5,3,123
OCaml,Fibonacci-sequence,174,17,13,378
OCaml,Filter,36,3,2,78
OCaml,Five-weekends,350,28,25,1077
OCaml,FizzBuzz,106,10,7,323
OCaml,Function-composition,79,7,6,198
OCaml,Gray-code,229,27,23,572
OCaml,Greatest-common-divisor,41,5,4,117
OCaml,Guess-the-number,134,19,17,462
OCaml,Guess-the-number-With-feedback,294,37,34,1028
OCaml,Hailstone-sequence,703,64,41,1774
OCaml,Happy-numbers,207,26,21,527
OCaml,Harshad-or-Niven-series,118,11,9,313
OCaml,Haversine-formula,368,33,21,1232
OCaml,Horners-rule-for-polynomial-evaluation,80,8,6,213
OCaml,Identity-matrix,150,18,15,343
OCaml,Integer-comparison,83,11,9,257
OCaml,JSON,213,32,28,692
OCaml,Knapsack-problem-0-1,500,42,38,1496
OCaml,Knuth-shuffle,66,8,7,172
OCaml,Last-Friday-of-each-month,310,37,32,893
OCaml,Leap-year,74,11,10,220
OCaml,Least-common-multiple,103,12,9,217
OCaml,Levenshtein-distance,387,42,32,1104
OCaml,Logical-operations,58,5,4,149
OCaml,Look-and-say-sequence,299,15,13,459
OCaml,Loop-over-multiple-arrays-simultaneously,93,11,9,201
OCaml,Loops-Break,87,19,17,269
OCaml,Loops-Continue,86,13,12,206
OCaml,Loops-Do-while,50,8,6,145
OCaml,Loops-For,35,7,6,91
OCaml,Loops-N-plus-one-half,60,4,3,137
OCaml,Loops-Nested,575,37,32,933
OCaml,Loops-While,41,7,6,103
OCaml,Luhn-test-of-credit-card-numbers,96,10,9,203
OCaml,Map-range,147,12,10,314
OCaml,Middle-three-digits,236,26,21,659
OCaml,Monty-Hall-problem,199,30,25,622
OCaml,Multiplication-tables,163,20,16,444
OCaml,Mutual-recursion,52,8,7,109
OCaml,N-queens-problem,559,60,39,1793
OCaml,Nth,160,16,12,398
OCaml,Nth-root,141,13,11,344
OCaml,Number-names,551,58,48,1601
OCaml,Number-reversal-game,408,50,45,1166
OCaml,Ordered-words,401,53,46,1366
OCaml,Palindrome-detection,118,15,14,328
OCaml,Pangram-checker,71,8,7,211
OCaml,Parsing-RPN-calculator-algorithm,286,28,20,866
OCaml,Pascals-triangle,80,11,7,249
OCaml,Perfect-numbers,69,9,6,179
OCaml,Pi,475,44,40,1277
OCaml,Population-count,189,26,18,544
OCaml,Power-set,99,18,13,293
OCaml,Primality-by-trial-division,86,8,7,186
OCaml,Priority-queue,170,23,21,520
OCaml,Range-expansion,187,24,19,542
OCaml,Range-extraction,273,22,19,642
OCaml,Real-constants-and-functions,84,11,10,346
OCaml,Reverse-a-string,79,10,7,255
OCaml,Roman-numerals-Decode,690,58,40,2193
OCaml,Rot-13,75,5,4,158
OCaml,Run-length-encoding,177,24,22,502
OCaml,Search-a-list,233,24,22,771
OCaml,Set,845,69,68,2374
OCaml,Short-circuit-evaluation,170,25,20,525
OCaml,Sierpinski-carpet,196,19,15,486
OCaml,Sierpinski-triangle,102,14,12,309
OCaml,Sieve-of-Eratosthenes,116,15,14,333
OCaml,Sleep,60,8,7,226
OCaml,Sort-using-a-custom-comparator,96,7,6,295
OCaml,Sorting-algorithms-Bubble-sort,153,18,17,447
OCaml,Sorting-algorithms-Gnome-sort,272,29,25,591
OCaml,Sorting-algorithms-Insertion-sort,93,10,7,258
OCaml,Sorting-algorithms-Quicksort,243,32,25,900
OCaml,Sorting-algorithms-Selection-sort,83,10,9,324
OCaml,Stack,79,19,14,299
OCaml,String-concatenation,35,6,5,102
OCaml,String-matching,728,87,44,2142
OCaml,Strip-whitespace-from-a-string-Top-and-tail,278,37,32,783
OCaml,Substring,173,25,18,471
OCaml,Substring-Top-and-tail,142,19,15,461
OCaml,Sum-and-product-of-an-array,102,9,6,207
OCaml,Sum-digits-of-an-integer,118,15,13,310
OCaml,Sum-multiples-of-3-and-5,144,11,9,317
OCaml,Symmetric-difference,123,15,11,334
OCaml,Take-notes-on-the-command-line,276,32,27,863
OCaml,Temperature-conversion,167,21,15,488
OCaml,Towers-of-Hanoi,78,10,8,191
OCaml,Vector-products,376,31,24,836
Objective-C,100-doors,440,69,36,1877
Objective-C,99-bottles-of-beer,106,18,15,415
Objective-C,Accumulator-factory,111,24,18,460
Objective-C,Anonymous-recursion,163,27,22,627
Objective-C,Array-concatenation,56,5,4,156
Objective-C,Arrays,227,24,7,993
Objective-C,Averages-Mode,148,25,22,589
Objective-C,Binary-search,263,42,33,913
Objective-C,Check-that-file-exists,67,4,3,224
Objective-C,Classes,60,12,7,260
Objective-C,Count-occurrences-of-a-substring,162,21,16,625
Objective-C,Create-a-two-dimensional-array-at-runtime,206,27,18,628
Objective-C,Cumulative-standard-deviation,289,56,48,842
Objective-C,Date-format,75,7,6,309
Objective-C,Day-of-the-week,137,23,20,576
Objective-C,Determine-if-a-string-is-numeric,129,11,8,386
Objective-C,Dot-product,723,108,97,2324
Objective-C,Ethiopian-multiplication,242,44,37,641
Objective-C,Fibonacci-sequence,63,11,10,227
Objective-C,Filter,103,8,7,536
Objective-C,FizzBuzz,120,17,14,332
Objective-C,Function-composition,235,43,29,768
Objective-C,Guess-the-number,214,40,22,908
Objective-C,Haversine-formula,202,18,13,569
Objective-C,Horners-rule-for-polynomial-evaluation,254,43,33,791
Objective-C,JSON,150,15,13,683
Objective-C,Knuth-shuffle,165,23,20,532
Objective-C,Levenshtein-distance,301,36,30,937
Objective-C,Look-and-say-sequence,210,36,29,857
Objective-C,Luhn-test-of-credit-card-numbers,315,39,27,1025
Objective-C,Mutual-recursion,212,35,30,524
Objective-C,Number-names,116,17,12,456
Objective-C,Power-set,149,17,15,539
Objective-C,Priority-queue,538,65,55,1936
Objective-C,Range-extraction,342,35,30,1187
Objective-C,Reverse-a-string,113,21,18,463
Objective-C,Search-a-list,92,9,8,326
Objective-C,Set,573,58,36,1694
Objective-C,Sleep,76,18,13,290
Objective-C,Sort-using-a-custom-comparator,170,29,22,637
Objective-C,Sorting-algorithms-Bubble-sort,112,16,13,437
Objective-C,Sorting-algorithms-Quicksort,372,35,32,1363
Objective-C,Stack,50,9,5,199
Objective-C,String-concatenation,132,21,14,475
Objective-C,String-matching,102,6,5,320
Objective-C,Strip-whitespace-from-a-string-Top-and-tail,311,54,45,1064
Objective-C,Sum-and-product-of-an-array,75,14,11,211
Objective-C,Symmetric-difference,278,31,19,1016
Objective-C,Temperature-conversion,153,20,16,550
Objective-C,Towers-of-Hanoi,145,21,14,418
PHP,100-doors,124,13,12,283
PHP,24-game,565,95,71,2247
PHP,99-bottles-of-beer,116,11,10,334
PHP,ABC-problem,226,30,26,731
PHP,Accumulator-factory,66,9,8,198
PHP,Ackermann-function,93,16,13,250
PHP,Align-columns,525,48,34,1691
PHP,Almost-prime,204,32,28,559
PHP,Anagrams,106,14,12,351
PHP,Anonymous-recursion,100,19,17,329
PHP,Arbitrary-precision-integers-included-,68,5,4,152
PHP,Arithmetic-Integer,141,14,12,393
PHP,Arithmetic-geometric-mean,188,23,16,571
PHP,Array-concatenation,39,4,3,83
PHP,Averages-Arithmetic-mean,49,6,5,113
PHP,Averages-Mode,95,11,9,231
PHP,Averages-Pythagorean-means,190,30,21,590
PHP,Babbage-problem,94,10,7,342
PHP,Balanced-brackets,244,34,25,703
PHP,Binary-search,115,20,14,471
PHP,Bitwise-operations,278,16,14,706
PHP,Bulls-and-cows,298,41,36,1030
PHP,CSV-data-manipulation,242,37,25,687
PHP,Caesar-cipher,168,20,18,565
PHP,Case-sensitivity-of-identifiers,94,17,7,357
PHP,Catalan-numbers,196,34,30,523
PHP,Check-that-file-exists,76,5,4,284
PHP,Classes,78,13,12,289
PHP,Comma-quibbling,143,34,23,479
PHP,Count-occurrences-of-a-substring,41,4,3,138
PHP,Create-an-HTML-table,246,36,31,754
PHP,Cumulative-standard-deviation,247,32,27,758
PHP,Date-format,31,5,4,79
PHP,Day-of-the-week,71,11,10,170
PHP,Department-numbers,151,14,12,466
PHP,Detect-division-by-zero,52,7,6,167
PHP,Digital-root,206,27,22,587
PHP,Dot-product,86,10,8,244
PHP,Empty-string,98,17,8,327
PHP,Entropy,171,28,24,548
PHP,Ethiopian-multiplication,238,46,34,819
PHP,Even-or-odd,74,8,4,195
PHP,Factorial,59,16,13,153
PHP,Factors-of-an-integer,97,13,12,253
PHP,Fibonacci-sequence,84,12,11,221
PHP,Filter,43,5,4,124
PHP,FizzBuzz,61,9,8,131
PHP,Function-composition,71,9,7,234
PHP,Gray-code,156,29,13,472
PHP,Greatest-common-divisor,63,13,12,202
PHP,Guess-the-number,306,48,40,1054
PHP,Guess-the-number-With-feedback,312,51,42,1083
PHP,Hailstone-sequence,233,27,23,698
PHP,Happy-numbers,141,25,23,446
PHP,Haversine-formula,228,35,26,899
PHP,Horners-rule-for-polynomial-evaluation,87,13,11,230
PHP,Identity-matrix,99,9,8,352
PHP,Integer-comparison,194,28,20,583
PHP,JSON,101,8,6,322
PHP,Knapsack-problem-0-1,1160,101,58,3645
PHP,Knuth-shuffle,140,19,15,407
PHP,Last-Friday-of-each-month,163,23,20,471
PHP,Leap-year,48,8,7,135
PHP,Least-common-multiple,116,17,14,267
PHP,Levenshtein-distance,27,3,2,88
PHP,Logical-operations,80,7,6,203
PHP,Look-and-say-sequence,83,20,12,257
PHP,Loop-over-multiple-arrays-simultaneously,129,12,10,370
PHP,Loops-Break,49,9,8,126
PHP,Loops-Continue,49,9,8,127
PHP,Loops-Do-while,29,6,5,70
PHP,Loops-For,47,7,6,96
PHP,Loops-N-plus-one-half,42,8,7,105
PHP,Loops-Nested,116,16,14,321
PHP,Loops-While,28,6,5,59
PHP,Luhn-test-of-credit-card-numbers,170,17,15,463
PHP,Map-range,163,16,12,379
PHP,Middle-three-digits,311,40,33,857
PHP,Monty-Hall-problem,227,28,22,691
PHP,Mutual-recursion,137,24,21,327
PHP,Nth,163,26,24,423
PHP,Nth-root,113,12,11,250
PHP,Number-names,698,58,40,2239
PHP,Number-reversal-game,352,56,47,1436
PHP,Palindrome-detection,45,6,5,116
PHP,Pangram-checker,227,28,18,774
PHP,Parsing-RPN-calculator-algorithm,344,46,41,1292
PHP,Pascals-triangle,198,24,22,515
PHP,Perfect-numbers,116,18,16,329
PHP,Population-count,398,69,55,1311
PHP,Power-set,374,60,51,1180
PHP,Primality-by-trial-division,108,16,13,267
PHP,Priority-queue,127,18,12,437
PHP,Range-expansion,109,13,12,332
PHP,Real-constants-and-functions,71,10,9,209
PHP,Reverse-a-string,42,3,1,171
PHP,Roman-numerals-Decode,732,87,68,1990
PHP,Rot-13,45,9,7,213
PHP,Run-length-encoding,153,19,16,455
PHP,Search-a-list,108,10,8,364
PHP,Sierpinski-carpet,217,29,25,615
PHP,Sierpinski-triangle,228,25,22,578
PHP,Sieve-of-Eratosthenes,163,27,23,480
PHP,Sleep,36,5,4,124
PHP,Sort-using-a-custom-comparator,87,12,10,241
PHP,Sorting-algorithms-Bubble-sort,83,14,13,319
PHP,Sorting-algorithms-Gnome-sort,154,21,20,371
PHP,Sorting-algorithms-Insertion-sort,123,16,14,272
PHP,Sorting-algorithms-Quicksort,183,19,17,594
PHP,Sorting-algorithms-Selection-sort,112,13,12,319
PHP,Stack,81,12,7,245
PHP,String-concatenation,37,7,6,92
PHP,String-matching,643,60,49,2133
PHP,Strip-whitespace-from-a-string-Top-and-tail,64,11,5,192
PHP,Substring,113,11,10,272
PHP,Substring-Top-and-tail,67,6,5,212
PHP,Sum-and-product-of-an-array,34,4,3,87
PHP,Sum-digits-of-an-integer,118,14,13,331
PHP,Sum-multiples-of-3-and-5,130,13,9,348
PHP,Symmetric-difference,196,23,14,729
PHP,Take-notes-on-the-command-line,64,11,9,207
PHP,Temperature-conversion,196,19,18,616
PHP,The-Twelve-Days-of-Christmas,316,35,29,982
PHP,Towers-of-Hanoi,79,10,9,234
PHP,Vector-products,890,105,91,2655
Perl,100-doors,62,13,12,185
Perl,100-prisoners,478,52,47,1728
Perl,24-game,481,50,39,1599
Perl,99-bottles-of-beer,149,15,12,455
Perl,ABC-problem,173,14,11,488
Perl,Accumulator-factory,49,10,8,136
Perl,Ackermann-function,110,14,13,289
Perl,Align-columns,590,57,53,1879
Perl,Almost-prime,517,65,57,1334
Perl,Anagrams,110,13,10,326
Perl,Anonymous-recursion,95,15,13,261
Perl,Anti-primes,100,15,10,260
Perl,Arbitrary-precision-integers-included-,67,4,3,166
Perl,Arithmetic-Complex,94,11,9,248
Perl,Arithmetic-Integer,109,12,10,288
Perl,Arithmetic-geometric-mean,141,18,13,298
Perl,Array-concatenation,58,5,4,103
Perl,Arrays,41,6,5,98
Perl,Averages-Arithmetic-mean,52,9,7,123
Perl,Averages-Mode,64,13,11,181
Perl,Averages-Pythagorean-means,162,27,24,412
Perl,Babbage-problem,187,17,5,649
Perl,Balanced-brackets,56,9,8,181
Perl,Binary-search,127,15,14,419
Perl,Bitwise-operations,186,16,13,505
Perl,Bulls-and-cows,334,40,35,1044
Perl,CSV-data-manipulation,256,39,24,831
Perl,Caesar-cipher,130,12,9,334
Perl,Case-sensitivity-of-identifiers,43,6,4,139
Perl,Catalan-numbers,79,8,6,191
Perl,Check-that-file-exists,55,8,5,177
Perl,Classes,60,13,9,237
Perl,Comma-quibbling,82,9,7,227
Perl,Count-occurrences-of-a-substring,95,11,8,299
Perl,Create-a-two-dimensional-array-at-runtime,256,20,14,779
Perl,Create-an-HTML-table,98,14,11,317
Perl,Cumulative-standard-deviation,59,8,6,127
Perl,Date-format,70,5,3,129
Perl,Day-of-the-week,120,19,14,298
Perl,Department-numbers,174,20,16,493
Perl,Detect-division-by-zero,34,5,4,86
Perl,Determine-if-a-string-is-numeric,105,16,14,301
Perl,Digital-root,450,52,44,1208
Perl,Dot-product,120,14,11,313
Perl,Empty-string,148,15,8,496
Perl,Entropy,73,12,10,221
Perl,Ethiopian-multiplication,192,25,21,553
Perl,Even-or-odd,27,4,3,61
Perl,Factorial,32,6,5,72
Perl,Factors-of-an-integer,43,4,2,129
Perl,Fibonacci-sequence,126,16,10,318
Perl,Filter,38,3,2,62
Perl,Five-weekends,350,35,32,982
Perl,FizzBuzz,65,6,3,140
Perl,Function-composition,55,11,8,153
Perl,Gray-code,148,21,17,464
Perl,Greatest-common-divisor,119,12,6,348
Perl,Guess-the-number,42,4,3,123
Perl,Guess-the-number-With-feedback,173,20,14,513
Perl,Hailstone-sequence,244,38,26,671
Perl,Happy-numbers,98,14,12,263
Perl,Harshad-or-Niven-series,148,18,15,453
Perl,Haversine-formula,243,20,17,544
Perl,Horners-rule-for-polynomial-evaluation,83,12,9,207
Perl,Identity-matrix,86,14,11,225
Perl,Integer-comparison,65,6,4,197
Perl,JSON,56,7,4,165
Perl,Knapsack-problem-0-1,510,60,53,1317
Perl,Knuth-shuffle,66,9,8,146
Perl,Last-Friday-of-each-month,98,13,10,281
Perl,Leap-year,48,8,7,135
Perl,Least-common-multiple,109,14,12,208
Perl,Levenshtein-distance,185,26,19,553
Perl,Logical-operations,97,14,12,303
Perl,Look-and-say-sequence,70,12,10,175
Perl,Loop-over-multiple-arrays-simultaneously,118,15,10,323
Perl,Loops-Break,52,10,9,144
Perl,Loops-Continue,42,10,9,130
Perl,Loops-Do-while,30,6,5,73
Perl,Loops-For,27,7,6,72
Perl,Loops-N-plus-one-half,33,7,6,85
Perl,Loops-Nested,75,14,12,222
Perl,Loops-While,30,6,5,66
Perl,Luhn-test-of-credit-card-numbers,166,18,16,470
Perl,Map-range,151,13,10,405
